Risk,Description,Category,Level,Type,Key,Traversal Parameters,URL
Direct Trade History with UFLPA Entity,"Historical shipment records suggest that the entity possibly traded directly  with an entity mentioned in the U.S. Department of Homeland Security’s “Strategy to Prevent the Importation of Goods Mined, Produced, or  Manufactured with Forced Labor in the People’s Republic of China,” also known as  the Uyghur Forced Labor Prevention Act (UFLPA) Entity List, that was identified  in tier 1 of their supplier network using global import & export data.",forced_labor,High,network,forced_labor_uflpa_origin_direct,"{'max': 1, 'psa': False, 'relationships': ['receives_from'], 'risk': ['forced_labor_xinjiang_uflpa']}",
Direct Trade History with UFLPA Entity (May Include 'PSA' Path),"Historical shipment records suggest that the entity possibly traded directly  with an entity mentioned in the U.S. Department of Homeland Security’s “Strategy to Prevent the Importation of Goods Mined, Produced, or  Manufactured with Forced Labor in the People’s Republic of China,” also known as  the Uyghur Forced Labor Prevention Act (UFLPA) Entity List, that was identified  in tier 1 of their supplier network using global import & export data. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",forced_labor,High,network,psa_forced_labor_uflpa_origin_direct,"{'max': 3, 'psa': True, 'relationships': ['receives_from'], 'risk': ['forced_labor_xinjiang_uflpa']}",
Direct Trade History with WRO Entity,Historical shipment records suggest that the entity possibly traded directly with an entity mentioned in the U.S. Customs and Border Protection (CBP) Withhold Release Orders (WRO) and Findings List that was identified in tier 1 of their supplier network using global import & export data.,forced_labor,High,network,forced_labor_wro_origin_direct,"{'max': 1, 'psa': False, 'relationships': ['receives_from'], 'risk': ['wro_entity']}",
Direct Trade History with WRO Entity (May Include 'PSA' Path),"Historical shipment records suggest that the entity possibly traded directly with an entity mentioned in the U.S. Customs and Border Protection (CBP) Withhold Release Orders (WRO) and Findings List that was identified in tier 1 of their supplier network using global import & export data. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",forced_labor,High,network,psa_forced_labor_wro_origin_direct,"{'max': 3, 'psa': True, 'relationships': ['receives_from'], 'risk': ['wro_entity']}",
Direct Trade History with Xinjiang-Based Entity,"Historical shipment records suggest that the entity possibly traded directly with a Xinjiang-based entity that was identified in tier 1 of their supplier network using global import & export data. The Xinjiang-based entity was assessed with geospatial and/or keyword methodology as possibly located, registered, or conducting business in Xinjiang.",forced_labor,High,network,forced_labor_xinjiang_origin_direct,"{'max': 1, 'psa': False, 'relationships': ['receives_from'], 'risk': ['forced_labor_xinjiang_geospatial', 'forced_labor_xinjiang_name', 'forced_labor_xinjiang_registration']}",
Direct Trade History with Xinjiang-Based Entity (May Include 'PSA' Path),"Historical shipment records suggest that the entity possibly traded directly with a Xinjiang-based entity that was identified in tier 1 of their supplier network using global import & export data. The Xinjiang-based entity was assessed with geospatial and/or keyword methodology as possibly located, registered, or conducting business in Xinjiang. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",forced_labor,High,network,psa_forced_labor_xinjiang_origin_direct,"{'max': 3, 'psa': True, 'relationships': ['receives_from'], 'risk': ['forced_labor_xinjiang_geospatial', 'forced_labor_xinjiang_name', 'forced_labor_xinjiang_registration']}",
Entity from ASPI Forced Labor Report,"The entity is named in the Australian Strategic Policy Institute's report, ""Uyghurs for sale: ‘Re-education’, forced labour and surveillance beyond Xinjiang."" The ASPI has identified entities that are using Uyghur labour transferred from Xinjiang since 2017.",forced_labor,Elevated,seed,aspi_uyghur_forced_labor_report_entity,,https://www.aspi.org.au/report/uyghurs-sale
Entity from Sheffield Hallam University Forced Labor Reports,The entity is named in Sheffield Hallam University Forced Labor Reports for having reasonable evidence of the use of forced labor in the XUAR (Xinjiang Uygur Autonomous Region) through the manufacturing or production of goods.,forced_labor,Critical,seed,sheffield_hallam_university_forced_labor_entity,,
Entity with Chinese Prison Labor Keyword,"The company name, address, or business purpose contains keywords that reference potential prison labor: ""prison"" or ""laogai"". Applicable to China-based entities only.",forced_labor,High,seed,forced_labor_china_keywords,,
Entity with Xinjiang Keyword,"The company name suggests the entity may conduct business in Xinjiang, a region designated as high risk for forced labor practices. Applied to entities derived from Chinese and trade data sources.",forced_labor,High,seed,forced_labor_xinjiang_name,,
Entity with Xinjiang Operations,"The entity has authorization to conduct operations and/or is involved in contracting activities in Xinjiang, a region designated as high risk for forced labor practices.",forced_labor,High,seed,forced_labor_xinjiang_operations,,
Exports Goods with ILAB Child Labor Risk,The entity exported a shipment with an HS code and country of origin covered by the U.S. Department of Labor List of Products Produced by Child Labor.,forced_labor,Elevated,seed,exports_ilab_child_labor,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['imports_ilab_child_labor']}",
Exports Goods with ILAB Child Labor Risk (May Include 'PSA' Path),"The entity exported a shipment with an HS code and country of origin covered by the U.S. Department of Labor List of Products Produced by Child Labor. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",forced_labor,Elevated,seed,psa_exports_ilab_child_labor,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['psa_imports_ilab_child_labor']}",
Exports Goods with ILAB Forced Labor Risk,The entity exported a shipment with an HS code and country of origin covered by the U.S. Department of Labor List of Products Produced by Forced Labor.,forced_labor,Elevated,seed,exports_ilab_forced_labor,"{'max': 1, 'psa': False, 'relationships': ['ships_to'], 'risk': ['imports_ilab_forced_labor']}",
Exports Goods with ILAB Forced Labor Risk (May Include 'PSA' Path),"The entity exported a shipment with an HS code and country of origin covered by the U.S. Department of Labor List of Products Produced by Forced Labor. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",forced_labor,Elevated,seed,psa_exports_ilab_forced_labor,"{'max': 3, 'psa': True, 'relationships': ['ships_to'], 'risk': ['psa_imports_ilab_forced_labor']}",
Forced Labor and Modern Slavery (from Adverse Media),"The entity has been mentioned by official government websites or mass media outlets as wanted, charged, indicted, prosecuted, convicted, or sentenced for criminal activity related to forced labor and modern slavery.",forced_labor,Elevated,seed,reputational_risk_forced_labor,,
Former WRO Entity,"The entity was formerly subject to trade restrictions per the U.S. Customs and Border Protection (CBP) Withhold Release Orders (WRO) and Findings List, a list of parties for which the United States Government has reasonable evidence of the use of forced labor in the manufacturing or production of a good or goods entering the U.S. supply chain.",forced_labor,High,seed,former_wro_entity,,https://www.cbp.gov/trade/forced-labor/withhold-release-orders-and-findings
